# Date:     2022-12-06 07:16:37
# Database: ocvs
# Target:   smc_cepheids
# Query:    TRUE 
# Objects:  4951
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-SMC-CEP-0129	F	7.684665	-73.469528	16.315	16.994	0.679	2.4424932	0.0000036	6000.09958	0.507	0.496	4.448	0.301	2.778	-99.99	SMC130.7.62	SMC713.06.7132	-99.99	
OGLE-SMC-CEP-0130	12	7.686495	-73.238972	17.376	17.825	0.449	0.7007341	0.0000017	6000.15450	0.217	0.175	3.707	0.071	1.583	-99.99	SMC130.6.267	SMC713.14.6848	-99.99	
OGLE-SMC-CEP-0131	F	7.688580	-74.014750	17.130	17.690	0.560	1.3882425	0.0000011	6000.37267	0.721	0.477	4.267	0.342	2.197	-99.99	SMC133.7.135	SMC714.28.138	-99.99	
OGLE-SMC-CEP-0132	F	7.694250	-73.631472	14.912	15.619	0.707	6.6629545	0.0000240	6001.94072	0.464	0.434	5.053	0.177	3.444	-99.99	SMC133.5.29	SMC713.06.42	HV1324	
OGLE-SMC-CEP-0133	1	7.776585	-73.921444	15.625	16.140	0.515	2.5004760	0.0000127	6001.43102	0.140	0.061	4.346	0.000	-99.99	-99.99	SMC133.7.73	SMC714.28.41	-99.99	
OGLE-SMC-CEP-0134	F	7.795620	-73.091639	16.272	16.820	0.548	2.3290270	0.0000216	6001.38731	0.606	0.517	4.487	0.336	2.682	-99.99	SMC130.5.108	SMC713.23.46	-99.99	
OGLE-SMC-CEP-0135	F	7.805505	-73.483667	16.969	17.632	0.663	1.7030774	0.0000027	6000.81976	0.551	0.488	4.268	0.351	2.430	-99.99	SMC130.8.198	SMC713.05.8731	-99.99	
OGLE-SMC-CEP-0136	1	7.820670	-74.246944	17.514	17.946	0.432	0.6196538	0.0000011	6000.26692	0.354	0.276	3.884	0.126	1.623	-99.99	SMC134.5.3419	SMC714.20.418	-99.99	
OGLE-SMC-CEP-0137	1	7.825620	-72.787333	15.819	16.364	0.545	2.0538669	0.0000057	6000.29046	0.301	0.134	4.637	0.027	3.173	-99.99	SMC131.7.48	SMC707.08.34	-99.99	
OGLE-SMC-CEP-0138	F	7.867965	-72.755417	17.165	17.769	0.604	1.0993577	0.0000018	6000.15137	0.451	0.432	4.006	0.273	1.691	-99.99	SMC131.7.227	SMC713.30.247	-99.99	
OGLE-SMC-CEP-0139	F	7.893585	-72.873889	16.884	17.519	0.635	1.5102873	0.0000039	6000.30444	0.294	0.358	4.286	0.182	2.337	-99.99	SMC131.7.115	SMC713.22.6752	-99.99	
OGLE-SMC-CEP-0140	1	7.895835	-73.878556	16.372	16.826	0.454	1.1956673	0.0000015	6000.50242	0.341	0.261	4.417	0.091	2.420	-99.99	SMC133.6.5553	SMC714.28.7336	-99.99	
OGLE-SMC-CEP-0141	F	7.898295	-73.882194	16.833	17.476	0.643	1.5537377	0.0000029	6001.36631	0.335	0.381	4.033	0.187	1.873	-99.99	SMC133.6.5555	SMC714.28.7412	-99.99	
OGLE-SMC-CEP-0142	1	7.898580	-73.598750	16.305	16.848	0.543	1.3615503	0.0000031	6000.74228	0.313	0.203	4.723	0.058	3.663	-99.99	SMC130.8.222	SMC713.05.8523	-99.99	
OGLE-SMC-CEP-0143	F	7.915455	-72.676306	16.844	17.440	0.596	1.4806144	0.0000016	6000.63557	0.700	0.493	4.173	0.341	2.157	-99.99	SMC131.6.97	SMC713.30.165	-99.99	
OGLE-SMC-CEP-0144	2	7.927710	-74.448028	16.955	17.393	0.438	0.6981407	0.0000033	6000.51905	0.092	0.000	-99.99	0.000	-99.99	-99.99	SMC134.6.2735	SMC714.11.3232	-99.99	
OGLE-SMC-CEP-0145	F	7.976880	-72.940222	16.382	17.007	0.625	2.1737389	0.0000020	6001.01755	0.673	0.533	4.398	0.358	2.668	-99.99	SMC131.8.130	SMC713.22.6710	-99.99	
OGLE-SMC-CEP-0146	F	7.990920	-73.625833	16.569	17.190	0.621	1.8534738	0.0000017	6000.04936	0.660	0.526	4.261	0.374	2.427	-99.99	SMC130.8.242	SMC713.05.285	HV1325	
OGLE-SMC-CEP-0147	1	8.000250	-73.910306	17.037	17.550	0.513	0.8427753	0.0000021	6000.23266	0.398	0.323	4.083	0.085	1.993	-99.99	SMC133.6.5572	SMC714.27.237	-99.99	
OGLE-SMC-CEP-0148	F	8.025330	-73.755222	16.703	17.373	0.670	2.1761677	0.0000064	6002.04882	0.353	0.394	4.536	0.176	2.786	-99.99	SMC133.5.5837	SMC713.05.132	-99.99	
OGLE-SMC-CEP-0149	1	8.041620	-73.094444	17.229	17.653	0.424	0.7729314	0.0000008	6000.30969	0.500	0.391	4.209	0.120	2.228	-99.99	SMC130.5.4312	SMC713.22.159	-99.99	
OGLE-SMC-CEP-0150	1	8.060505	-73.949556	15.435	16.074	0.639	2.8640083	0.0000169	6000.70804	0.158	0.042	3.156	0.032	5.353	-99.99	SMC133.7.4903	SMC714.27.47	-99.99	
OGLE-SMC-CEP-0151	1	8.061495	-73.984417	16.311	16.862	0.551	1.5328411	0.0000042	6000.49961	0.236	0.084	4.799	0.027	5.729	-99.99	SMC133.7.4904	SMC714.27.86	-99.99	
OGLE-SMC-CEP-0152	F	8.228745	-73.821972	13.401	14.115	0.714	15.8377104	0.0001630	6006.86549	0.452	0.276	4.459	0.154	1.738	-99.99	SMC133.6.5465	SMC714.27.8242	HV1328	
OGLE-SMC-CEP-0153	1	8.247495	-73.414222	16.813	17.324	0.511	1.0771770	0.0000020	6000.57104	0.287	0.257	4.564	0.079	2.430	-99.99	SMC130.7.6126	SMC713.13.148	-99.99	
OGLE-SMC-CEP-0154	1	8.273370	-73.539833	16.210	16.803	0.593	1.6821740	0.0000062	6001.18881	0.176	0.098	4.942	0.021	4.096	-99.99	SMC130.8.5780	SMC713.05.8548	-99.99	
OGLE-SMC-CEP-0155	F	8.274375	-72.923222	16.634	17.267	0.633	1.6340158	0.0000016	6001.59297	0.604	0.490	4.201	0.355	2.252	-99.99	SMC131.8.3810	SMC713.22.6722	-99.99	
OGLE-SMC-CEP-0156	1	8.283660	-74.278972	16.293	16.825	0.532	1.6376934	0.0000038	6001.13554	0.328	0.178	4.636	0.059	3.862	-99.99	SMC134.4.67	SMC714.19.62	-99.99	
OGLE-SMC-CEP-0157	F	8.285625	-73.868000	15.675	16.317	0.642	3.5425624	0.0000038	6003.09177	0.634	0.511	4.555	0.310	2.922	-99.99	SMC133.6.5532	SMC714.27.8258	-99.99	
OGLE-SMC-CEP-0158	F	8.310660	-73.200361	17.041	17.623	0.582	1.3845387	0.0000022	6000.44142	0.392	0.426	4.263	0.273	2.284	-99.99	SMC130.6.5271	SMC713.13.7804	-99.99	
OGLE-SMC-CEP-0159	1	8.317620	-73.401528	17.399	17.979	0.580	0.7573494	0.0000037	6000.21922	0.218	0.169	3.696	0.122	1.800	-99.99	SMC130.7.6382	SMC713.13.388	-99.99	
OGLE-SMC-CEP-0160	2	8.320710	-72.912667	16.959	17.314	0.355	0.6073034	0.0000045	6000.44098	0.063	0.000	-99.99	0.000	-99.99	-99.99	SMC131.8.3823	SMC713.22.6730	-99.99	
OGLE-SMC-CEP-0161	1	8.324085	-72.743333	17.574	17.944	0.370	0.5333528	0.0000032	6000.50006	0.091	0.000	-99.99	0.000	-99.99	-99.99	SMC131.7.3588	SMC713.30.260	-99.99	uncertain
OGLE-SMC-CEP-0162	F	8.333835	-73.736472	17.468	18.135	0.667	1.2334895	0.0000040	6000.61332	0.477	0.394	4.219	0.291	2.078	-99.99	SMC133.5.6226	SMC713.04.500	-99.99	
OGLE-SMC-CEP-0163	F	8.345910	-73.384806	14.017	14.937	0.920	13.7241439	0.0001563	6000.87464	0.491	0.128	5.017	0.143	1.797	-99.99	SMC130.7.5950	SMC713.12.4	HV1326	
OGLE-SMC-CEP-0164	F	8.346540	-73.680611	17.015	17.681	0.666	1.6467235	0.0000046	6001.46954	0.375	0.425	4.264	0.250	2.494	-99.99	SMC133.5.5914	SMC713.04.285	-99.99	
OGLE-SMC-CEP-0165	12	8.369625	-73.175639	17.488	17.987	0.499	0.5372942	0.0000010	6000.13789	0.294	0.070	3.663	0.090	0.210	-99.99	SMC130.6.5539	SMC713.12.10801	-99.99	
OGLE-SMC-CEP-0166	1	8.379870	-73.637000	17.027	17.497	0.470	0.8736340	0.0000011	6000.73926	0.425	0.336	4.067	0.109	1.908	-99.99	SMC133.5.5919	SMC713.04.342	-99.99	
OGLE-SMC-CEP-0168	F	8.382585	-73.633556	17.004	17.442	0.438	1.2996498	0.0000011	6000.83777	0.694	0.477	4.011	0.292	1.854	-99.99	SMC133.5.5921	SMC713.04.350	-99.99	
OGLE-SMC-CEP-0169	F	8.392125	-72.762667	16.404	17.010	0.606	2.1172076	0.0000026	6001.21663	0.717	0.532	4.328	0.363	2.550	-99.99	SMC131.7.3493	SMC713.29.56	-99.99	
OGLE-SMC-CEP-0170	F	8.407785	-73.527611	17.328	17.917	0.589	1.2284442	0.0000012	6000.26834	0.452	0.429	4.191	0.267	2.018	-99.99	SMC130.8.6218	SMC713.04.11418	-99.99	
OGLE-SMC-CEP-0171	F	8.415960	-74.045417	17.001	-99.99	-99.99	1.5514818	0.0000060	6000.73888	0.682	0.492	4.168	0.352	2.133	-99.99	SMC133.2.115	SMC714.27.124	-99.99	
OGLE-SMC-CEP-0172	2	8.429085	-73.073000	17.223	17.682	0.459	0.6395402	0.0000041	6000.10643	0.079	0.000	-99.99	0.000	-99.99	-99.99	SMC130.5.4425	SMC713.21.184	-99.99	
OGLE-SMC-CEP-0173	12	8.478585	-73.778972	17.632	18.186	0.554	0.6634762	0.0000013	6000.50695	0.278	0.281	3.797	0.111	1.917	-99.99	SMC133.3.330	SMC714.27.8950	-99.99	
OGLE-SMC-CEP-0175	F	8.535840	-73.829639	17.521	-99.99	-99.99	1.1338103	0.0000035	6001.01678	0.551	0.447	4.065	0.272	1.663	-99.99	SMC133.3.362	SMC714.27.2774D	-99.99	
OGLE-SMC-CEP-0176	F	8.541045	-73.163806	16.807	17.361	0.554	1.4996063	0.0000012	6000.51279	0.667	0.483	4.274	0.351	2.278	-99.99	SMC130.4.134	SMC713.12.10466	-99.99	
OGLE-SMC-CEP-0177	1	8.546955	-73.431306	17.359	18.003	0.644	0.7728599	0.0000019	6000.09832	0.205	0.182	3.591	0.095	1.215	-99.99	SMC130.2.360	SMC713.12.396	-99.99	
OGLE-SMC-CEP-0178	F1	8.547960	-73.531111	16.993	17.610	0.617	1.5769690	0.0000145	6000.93965	0.194	0.176	4.347	0.000	-99.99	-99.99	SMC130.1.153	SMC713.04.11414	-99.99	
OGLE-SMC-CEP-0179	1	8.579415	-73.554444	17.539	18.144	0.605	0.7063943	0.0000018	6000.41396	0.199	0.191	3.565	0.096	1.121	-99.99	SMC130.1.359	SMC713.04.11721	-99.99	
OGLE-SMC-CEP-0180	1	8.608830	-73.334500	17.067	17.572	0.505	0.9733123	0.0000014	6000.30401	0.425	0.285	4.542	0.116	2.447	-99.99	SMC130.2.408	SMC713.12.322	-99.99	
OGLE-SMC-CEP-0181	F	8.619120	-74.045889	17.061	17.637	0.576	1.5504520	0.0000099	6000.91422	0.717	0.501	4.153	0.388	2.139	-99.99	SMC133.2.152	SMC714.26.165	-99.99	
OGLE-SMC-CEP-0182	F	8.636835	-73.201167	16.498	17.112	0.614	2.0019590	0.0000023	6000.41274	0.821	0.527	4.179	0.365	2.288	-99.99	SMC130.3.186	SMC713.12.10425	HV1330	
OGLE-SMC-CEP-0183	F	8.639130	-74.009972	17.433	18.080	0.647	1.2011847	0.0000015	6000.02596	0.442	0.427	4.090	0.261	1.956	-99.99	SMC133.2.353	SMC714.26.463	-99.99	
OGLE-SMC-CEP-0184	12	8.645745	-73.180500	17.033	17.506	0.473	0.8086582	0.0000015	6000.28770	0.337	0.252	4.148	0.077	2.211	-99.99	SMC130.3.191	SMC713.12.10444	-99.99	
OGLE-SMC-CEP-0185	F	8.646660	-73.357472	15.517	16.122	0.605	3.5796034	0.0000036	6001.08011	0.746	0.492	4.401	0.310	2.564	-99.99	SMC130.2.75	SMC713.12.123	HV1331	
OGLE-SMC-CEP-0186	1	8.654085	-73.022667	17.299	17.829	0.530	0.8911056	0.0000014	6000.35961	0.339	0.304	4.281	0.093	2.316	-99.99	SMC131.1.256	SMC713.21.570	-99.99	
OGLE-SMC-CEP-0187	1	8.654085	-73.637861	17.179	17.760	0.581	0.7654238	0.0000014	6000.66967	0.233	0.228	3.858	0.106	1.614	-99.99	SMC133.4.507	SMC713.04.339	-99.99	
OGLE-SMC-CEP-0188	F	8.658255	-74.201056	15.897	16.638	0.741	3.8435441	0.0000099	6003.47506	0.450	0.455	4.804	0.214	3.337	-99.99	SMC133.1.59	SMC714.18.5293	-99.99	
OGLE-SMC-CEP-0189	12	8.667255	-74.289639	17.574	18.136	0.562	0.6983114	0.0000015	6000.41226	0.248	0.199	3.829	0.123	1.547	-99.99	SMC134.4.276	SMC714.18.346	-99.99	
OGLE-SMC-CEP-0190	F	8.674920	-73.738222	16.620	17.194	0.574	1.8989404	0.0000018	6001.05663	0.609	0.524	4.266	0.366	2.506	-99.99	SMC133.4.214	SMC713.04.191	-99.99	
OGLE-SMC-CEP-0191	1	8.675130	-74.026778	17.128	17.630	0.502	0.7719164	0.0000008	6000.21016	0.393	0.307	3.996	0.115	1.856	-99.99	SMC133.2.162	SMC714.26.190	-99.99	
OGLE-SMC-CEP-0192	1	8.682960	-72.840917	18.170	18.246	0.076	0.6415809	0.0000035	6000.11605	0.418	0.158	3.678	0.178	0.859	-99.99	SMC131.2.205	SMC713.21.2289D	-99.99	
OGLE-SMC-CEP-0193	F	8.684910	-73.075361	16.345	17.060	0.715	2.5257408	0.0000089	6000.17084	0.276	0.373	4.504	0.153	2.859	-99.99	SMC130.4.165	SMC713.21.84	-99.99	
OGLE-SMC-CEP-0194	F	8.691870	-73.096083	16.659	17.307	0.648	1.8008817	0.0000021	6001.79607	0.574	0.498	4.241	0.338	2.391	-99.99	SMC130.4.168	SMC713.21.161	-99.99	
OGLE-SMC-CEP-0195	F	8.700330	-73.471028	16.720	17.375	0.655	1.8247834	0.0000028	6000.90208	0.515	0.487	4.274	0.332	2.488	-99.99	SMC130.2.213	SMC713.04.11487	-99.99	
OGLE-SMC-CEP-0196	F	8.706375	-73.103667	16.454	17.083	0.629	2.0726081	0.0000037	6002.01223	0.584	0.522	4.358	0.345	2.642	-99.99	SMC130.4.175	SMC713.21.152	-99.99	
OGLE-SMC-CEP-0197	1	8.708670	-73.064222	16.837	17.218	0.381	0.8843698	0.0000020	6000.81251	0.214	0.192	4.144	0.044	1.908	-99.99	SMC130.4.179	SMC713.21.193	-99.99	
OGLE-SMC-CEP-0198	1	8.716665	-72.752833	17.463	17.841	0.378	0.6238567	0.0000006	6000.45379	0.423	0.320	3.978	0.104	2.023	-99.99	SMC131.2.220	SMC713.29.290	-99.99	
OGLE-SMC-CEP-0199	F	8.726295	-73.779972	17.477	18.075	0.598	1.0944036	0.0000012	6000.76836	0.488	0.413	4.078	0.287	1.863	-99.99	SMC133.3.467	SMC714.26.9959	-99.99	
OGLE-SMC-CEP-0200	F	8.736210	-74.309917	15.539	16.316	0.777	4.9779846	0.0000273	6001.46477	0.247	0.237	4.859	0.053	3.567	-99.99	SMC134.4.59	SMC714.18.61	-99.99	
OGLE-SMC-CEP-0201	1	8.736660	-74.007889	17.733	18.189	0.456	0.5094637	0.0000027	6000.24305	0.263	0.075	3.213	0.090	0.791	-99.99	SMC133.2.411	SMC714.26.470	-99.99	
OGLE-SMC-CEP-0202	1	8.751840	-73.579111	16.769	17.229	0.460	1.0318104	0.0000012	6000.16063	0.405	0.314	4.237	0.098	2.024	-99.99	SMC130.1.209	SMC713.04.11356	-99.99	
OGLE-SMC-CEP-0203	F	8.761545	-73.440694	16.597	17.288	0.691	2.0277171	0.0000056	6000.54426	0.576	0.508	4.347	0.352	2.556	-99.99	SMC130.2.236	SMC713.12.179	-99.99	
OGLE-SMC-CEP-0204	1	8.772960	-73.106028	16.735	17.277	0.542	1.0972180	0.0000026	6000.10775	0.264	0.200	4.662	0.064	3.162	-99.99	SMC130.4.199	SMC713.21.150	-99.99	
OGLE-SMC-CEP-0205	F	8.780085	-73.244528	17.003	17.610	0.607	1.4438434	0.0000019	6000.17410	0.444	0.441	4.257	0.279	2.301	-99.99	SMC130.3.223	SMC713.12.10363	-99.99	
OGLE-SMC-CEP-0206	F	8.789955	-73.817722	17.011	17.621	0.610	1.5217493	0.0000010	6001.19479	0.773	0.495	4.148	0.370	2.117	-99.99	SMC133.3.231	SMC714.26.9395	-99.99	
OGLE-SMC-CEP-0207	1	8.793255	-73.920139	17.207	17.724	0.517	0.7631417	0.0000019	6000.40710	0.333	0.302	4.283	0.092	2.464	-99.99	SMC133.2.190	SMC714.26.305	-99.99	
OGLE-SMC-CEP-0208	F	8.798745	-73.721778	13.628	14.425	0.797	16.6795155	0.0001947	6002.39735	0.584	0.284	4.916	0.193	2.434	-99.99	SMC133.4.19	SMC713.04.8	-99.99	
OGLE-SMC-CEP-0209	F	8.817255	-73.085611	16.918	17.577	0.659	2.0224881	0.0000046	6001.38013	0.481	0.475	4.528	0.276	2.882	-99.99	SMC130.4.210	SMC713.21.175	-99.99	
OGLE-SMC-CEP-0210	F	8.826840	-73.369889	17.408	17.995	0.587	1.0320817	0.0000008	6000.30878	0.557	0.398	3.973	0.279	1.641	-99.99	SMC130.2.567	SMC713.12.575	-99.99	
OGLE-SMC-CEP-0211	2	8.827755	-72.980028	16.955	17.338	0.383	0.6546530	0.0000035	6000.61985	0.078	0.000	-99.99	0.000	-99.99	-99.99	SMC131.1.161	SMC713.21.7700	-99.99	
OGLE-SMC-CEP-0212	1	8.832870	-73.938417	16.193	16.802	0.609	1.7410418	0.0000064	6000.55520	0.205	0.097	5.198	0.032	4.670	-99.99	SMC133.2.97	SMC714.26.133	-99.99	secondary period 1.087820 d
OGLE-SMC-CEP-0213	1	8.834505	-73.077278	15.983	16.497	0.514	1.8098635	0.0000055	6001.61514	0.229	0.099	4.624	0.000	-99.99	-99.99	SMC130.4.94	SMC713.21.83	-99.99	
OGLE-SMC-CEP-0214	1	8.852580	-73.745944	16.581	17.126	0.545	1.2795922	0.0000037	6001.16192	0.298	0.181	4.471	0.066	3.091	-99.99	SMC133.4.276	SMC713.04.179	-99.99	
OGLE-SMC-CEP-0215	F	8.887875	-73.520028	16.364	17.057	0.693	2.3407553	0.0000088	6000.47646	0.457	0.488	4.496	0.275	2.837	-99.99	SMC130.1.264	SMC713.03.13735	-99.99	
OGLE-SMC-CEP-0216	1	8.894295	-73.156139	16.350	16.897	0.547	1.2589593	0.0000045	6000.31764	0.246	0.144	4.323	0.041	3.415	-99.99	SMC130.4.100	SMC713.11.12830	-99.99	
OGLE-SMC-CEP-0217	F	8.902410	-73.601500	16.270	16.905	0.635	2.5167497	0.0000053	6001.98186	0.500	0.513	4.487	0.300	2.833	-99.99	SMC130.1.113	SMC713.03.13483	-99.99	
OGLE-SMC-CEP-0218	F	8.922630	-73.671028	16.098	16.649	0.551	2.4168726	0.0000030	6001.00465	0.810	0.544	4.312	0.327	2.471	-99.99	SMC133.4.129	SMC713.03.139	HV1332	
OGLE-SMC-CEP-0219	F	8.925915	-74.114778	17.373	17.987	0.614	1.2139358	0.0000013	6000.07733	0.553	0.441	4.088	0.286	1.849	-99.99	SMC133.1.414	SMC714.18.5434	-99.99	
OGLE-SMC-CEP-0221	F	8.927835	-73.866917	17.380	17.920	0.540	1.1016154	0.0000013	6000.09833	0.740	0.476	3.988	0.304	1.798	-99.99	SMC133.3.595	SMC714.26.9649	-99.99	
OGLE-SMC-CEP-0222	1	8.935755	-73.229889	16.393	16.892	0.499	1.5738151	0.0000044	6000.39237	0.336	0.175	4.497	0.032	1.254	-99.99	SMC130.3.273	SMC713.11.12781	-99.99	secondary period 0.994546 d
OGLE-SMC-CEP-0223	F	8.936955	-73.440472	16.120	16.758	0.638	3.5697011	0.0000172	6003.36041	0.504	0.435	4.832	0.201	3.234	-99.99	SMC130.2.135	SMC713.11.84	-99.99	
OGLE-SMC-CEP-0224	F	8.958540	-73.102694	16.387	17.090	0.703	2.9676480	0.0000115	6000.60107	0.315	0.343	4.739	0.124	3.086	-99.99	SMC130.4.249	SMC713.20.101	-99.99	
OGLE-SMC-CEP-0225	F	8.965080	-74.062194	17.075	17.671	0.596	1.3582954	0.0000078	6000.05535	0.550	0.439	4.198	0.300	1.976	-99.99	SMC133.2.6632	SMC714.18.2321D	-99.99	
OGLE-SMC-CEP-0226	2	8.983245	-73.689583	16.746	17.176	0.430	0.7003261	0.0000036	6000.08881	0.067	0.000	-99.99	0.000	-99.99	-99.99	SMC133.4.8842	SMC713.03.289	-99.99	
OGLE-SMC-CEP-0227	F	8.991375	-72.970472	17.492	18.046	0.554	0.9625698	0.0000011	6000.49379	0.477	0.355	3.725	0.272	1.318	-99.99	SMC131.1.435	SMC713.20.11747	-99.99	
OGLE-SMC-CEP-0228	F	8.994255	-73.482500	15.757	16.431	0.674	3.1411690	0.0000043	6002.28602	0.538	0.501	4.594	0.303	2.939	-99.99	SMC130.1.134	SMC713.03.13568	HV11230	
OGLE-SMC-CEP-0229	1	9.009630	-73.386694	17.271	17.720	0.449	0.7953481	0.0000010	6000.19752	0.443	0.342	4.345	0.098	2.361	-99.99	SMC130.2.731	SMC713.11.281	-99.99	
OGLE-SMC-CEP-0230	F	9.014415	-73.933000	13.842	14.729	0.887	16.2961015	0.0001726	6013.33738	0.550	0.249	5.141	0.152	2.951	-99.99	SMC133.2.6518	SMC714.26.19	HV1333	
OGLE-SMC-CEP-0231	1	9.033795	-73.693972	18.208	18.909	0.701	0.4489806	0.0000015	6000.02315	0.226	0.187	2.075	0.256	5.946	-99.99	SMC133.4.9797	SMC713.03.1750	-99.99	
OGLE-SMC-CEP-0232	F	9.042840	-73.944639	17.728	18.321	0.593	1.0294584	0.0000016	6000.98631	0.445	0.345	3.936	0.254	1.612	SMC_SC1_107	SMC133.2.6850	SMC714.26.637	-99.99	
OGLE-SMC-CEP-0233	F	9.046590	-73.750611	16.931	17.514	0.583	1.3725058	0.0000011	6000.19340	0.749	0.492	4.128	0.347	2.045	SMC_SC1_4486	SMC133.4.8861	SMC713.03.195	-99.99	
OGLE-SMC-CEP-0234	F	9.057330	-73.985278	15.969	16.611	0.642	3.2778027	0.0000042	6001.50641	0.702	0.540	4.503	0.346	2.783	-99.99	SMC133.2.6578	SMC714.26.109	HV12913	
OGLE-SMC-CEP-0235	F	9.075465	-73.773583	14.124	-99.99	-99.99	9.4509204	0.0001670	6003.53833	0.551	0.263	5.154	0.239	3.989	SMC_SC1_4433	SMC133.3.7343	SMC714.26.2780D	-99.99	
OGLE-SMC-CEP-0236	F	9.111840	-73.726833	17.281	17.915	0.634	1.2223121	0.0000022	6000.23816	0.340	0.401	4.112	0.246	1.874	SMC_SC1_6021	SMC133.4.9197	SMC713.03.544	-99.99	
OGLE-SMC-CEP-0237	1	9.123375	-73.112333	16.568	17.208	0.640	1.5493888	0.0000040	6000.68347	0.257	0.168	4.631	0.000	-99.99	SMC_SC1_23730	SMC130.4.7750	SMC713.20.233	-99.99	
OGLE-SMC-CEP-0238	1	9.132795	-73.604111	17.545	17.971	0.426	0.6522496	0.0000007	6000.19743	0.448	0.287	3.918	0.142	1.673	SMC_SC1_9374	SMC130.1.9434	SMC713.03.13853	-99.99	
OGLE-SMC-CEP-0239	1	9.134535	-72.591667	16.366	16.940	0.574	1.3709881	0.0000028	6000.63048	0.305	0.194	4.608	0.058	3.443	-99.99	SMC131.3.163	SMC713.28.6439	-99.99	
OGLE-SMC-CEP-0240	F	9.134745	-74.075250	17.030	17.636	0.606	1.4000105	0.0000022	6000.22582	0.811	0.497	4.113	0.340	2.063	-99.99	SMC133.1.4916	SMC714.17.6693	-99.99	
OGLE-SMC-CEP-0241	12	9.170580	-74.048167	17.045	-99.99	-99.99	0.7709884	0.0000006	6000.43549	0.321	0.286	3.601	0.100	2.069	-99.99	SMC133.2.6679	SMC720.16.634D	-99.99	
OGLE-SMC-CEP-0242	1	9.177795	-73.485778	15.562	16.174	0.612	2.8101086	0.0000091	6001.72541	0.289	0.126	3.663	0.045	6.036	SMC_SC1_12979	SMC130.1.9086	SMC713.03.13565	-99.99	
OGLE-SMC-CEP-0243	1	9.193785	-74.018861	17.138	17.686	0.548	0.9659807	0.0000017	6000.55834	0.376	0.282	4.314	0.108	2.104	-99.99	SMC133.2.6946	SMC720.16.206	-99.99	
OGLE-SMC-CEP-0244	12	9.213540	-73.245222	17.004	17.496	0.492	0.8546037	0.0000016	6000.33831	0.328	0.321	4.109	0.093	2.191	-99.99	SMC130.3.8920	SMC713.11.12905	-99.99	
OGLE-SMC-CEP-0245	1	9.223875	-73.225889	16.807	17.298	0.491	0.9784158	0.0000012	6000.43520	0.376	0.291	4.175	0.075	1.896	SMC_SC1_20177	SMC130.3.8922	SMC713.11.12939	-99.99	
OGLE-SMC-CEP-0246	F	9.232080	-73.941139	13.963	14.762	0.799	14.3813503	0.0000951	6003.46504	0.465	0.247	5.012	0.177	2.605	SMC_SC1_1	SMC133.2.6525	SMC720.16.16	HV1335	
OGLE-SMC-CEP-0247	F	9.233205	-73.073306	17.057	17.607	0.550	1.3409658	0.0000010	6000.08293	0.641	0.493	4.246	0.327	2.227	SMC_SC1_25563	SMC130.4.7794	SMC713.20.287	-99.99	
OGLE-SMC-CEP-0248	1	9.235455	-73.398083	16.034	16.580	0.546	1.8050780	0.0000032	6000.67651	0.310	0.172	4.547	0.027	2.984	SMC_SC1_14847	SMC130.2.9450	SMC713.11.121	-99.99	
OGLE-SMC-CEP-0249	F	9.254250	-74.248417	17.657	18.280	0.623	1.0219684	0.0000013	6000.73814	0.435	0.369	3.820	0.265	1.537	-99.99	SMC134.4.3837	SMC714.17.485	-99.99	
OGLE-SMC-CEP-0250	1	9.272790	-73.252639	15.800	16.263	0.463	1.9419784	0.0000062	6000.30984	0.184	0.096	4.486	0.016	3.066	SMC_SC1_48976	SMC130.3.8780	SMC713.11.12766	-99.99	
OGLE-SMC-CEP-0251	1	9.305670	-73.633472	15.986	16.526	0.540	1.7968334	0.0000044	6001.68103	0.285	0.156	4.724	0.026	4.080	SMC_SC1_35526	SMC133.4.8791	SMC713.03.162	-99.99	
OGLE-SMC-CEP-0253	F1	9.333795	-73.659278	17.092	17.690	0.598	1.4312777	0.0000281	6000.35865	0.046	0.000	-99.99	0.000	-99.99	SMC_SC1_35550	SMC133.4.9365	SMC713.03.332	-99.99	
OGLE-SMC-CEP-0254	F	9.360375	-73.935639	17.264	17.878	0.614	1.0500507	0.0000026	6000.25343	0.241	0.236	2.927	0.177	0.799	SMC_SC1_27175	SMC133.2.7056	SMC720.16.328	-99.99	
OGLE-SMC-CEP-0255	F	9.370755	-73.966722	15.074	15.826	0.752	5.7945008	0.0000154	6001.37278	0.482	0.462	4.899	0.199	3.464	-99.99	SMC133.2.6557	SMC720.16.49	HV815	
OGLE-SMC-CEP-0256	F	9.379545	-73.765250	17.064	17.723	0.659	1.4145652	0.0000028	6001.31480	0.322	0.391	4.212	0.241	2.125	SMC_SC1_32343	SMC133.4.9407	SMC720.16.11809	-99.99	
OGLE-SMC-CEP-0257	F	9.384255	-74.063750	16.640	17.074	0.434	1.7181330	0.0000022	6000.49482	0.732	0.496	4.136	0.286	2.125	-99.99	SMC128.7.156	SMC714.17.6708	-99.99	
