# Date:     2022-12-06 07:19:44
# Database: ocvs
# Target:   smc_rrlyr
# Query:    TRUE 
# Objects:  6786
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-SMC-RRLYR-0122	RRc	6.736920	-72.170333	19.035	19.465	0.430	0.36349600	0.00000070	6000.16483	0.328	0.203	5.054	0.049	-99.99	-99.99	SMC140.2.18076	SMC707.27.6586	-99.99	
OGLE-SMC-RRLYR-0123	RRab	6.758415	-74.533389	18.971	19.576	0.605	0.56158720	0.00000220	6000.25653	0.409	0.408	4.403	0.307	2.852	-99.99	SMC139.2.2348	SMC714.13.569	-99.99	
OGLE-SMC-RRLYR-0124	RRab	6.773160	-74.767611	19.133	19.704	0.571	0.55442840	0.00000110	6000.53555	0.659	0.456	4.113	0.369	2.088	-99.99	SMC139.1.2017	SMC714.05.2384	-99.99	
OGLE-SMC-RRLYR-0125	RRab	6.774255	-74.530111	19.220	19.828	0.608	0.64959760	0.00000160	6000.50348	0.534	0.471	4.225	0.335	2.494	-99.99	SMC139.2.2710	SMC714.13.576	-99.99	
OGLE-SMC-RRLYR-0126	RRc	6.801420	-73.348333	19.091	19.552	0.461	0.36881990	0.00000140	6000.22490	0.258	0.089	4.572	0.000	-99.99	-99.99	SMC135.2.1209	SMC713.15.799	-99.99	
OGLE-SMC-RRLYR-0127	RRab	6.808995	-74.248639	18.965	19.513	0.548	0.71007000	0.00000190	6000.61261	0.563	0.473	4.682	0.293	3.142	-99.99	SMC139.4.3732	SMC714.22.677	-99.99	
OGLE-SMC-RRLYR-0128	RRab	6.816585	-74.806444	19.007	19.578	0.571	0.61974820	0.00000240	6000.15892	0.400	0.346	4.368	0.261	2.372	-99.99	SMC139.1.2029	SMC714.05.2095	-99.99	
OGLE-SMC-RRLYR-0129	RRab	6.817995	-70.845667	19.251	19.764	0.513	0.55306810	0.00000130	6000.20045	0.569	0.374	4.255	0.369	2.263	-99.99	SMC137.5.1119	SMC706.29.257	-99.99	
OGLE-SMC-RRLYR-0130	RRab	6.826380	-71.311222	18.917	19.593	0.676	0.65427930	0.00000460	6000.25392	0.352	0.353	4.204	0.286	2.176	-99.99	SMC137.8.924	SMC706.12.3318	-99.99	
OGLE-SMC-RRLYR-0131	RRd	6.827340	-74.280917	19.146	19.591	0.445	0.38146140	0.00000170	6000.37641	0.242	0.190	5.433	0.140	3.799	-99.99	SMC139.4.3741	SMC714.22.996	-99.99	
OGLE-SMC-RRLYR-0132	RRab	6.835035	-74.700083	18.906	-99.99	-99.99	0.62441700	0.00000360	6000.37807	0.307	0.472	4.583	0.000	-99.99	-99.99	SMC139.1.1783	SMC714.05.930D	-99.99	
OGLE-SMC-RRLYR-0133	RRab	6.845580	-72.685167	19.321	19.961	0.640	0.64097120	0.00000270	6000.42236	0.367	0.361	4.597	0.269	2.940	-99.99	SMC136.3.811	SMC713.32.922	-99.99	
OGLE-SMC-RRLYR-0134	RRab	6.848040	-73.074333	19.218	19.719	0.501	0.57632020	0.00000100	6000.28216	0.638	0.464	4.189	0.370	2.153	-99.99	SMC135.4.960	SMC713.24.987	-99.99	
OGLE-SMC-RRLYR-0135	RRab	6.853125	-73.840750	19.205	-99.99	-99.99	0.62684220	0.00000330	6000.43468	0.471	0.321	4.150	0.308	2.149	-99.99	SMC138.3.1132	SMC714.30.6226	-99.99	
OGLE-SMC-RRLYR-0136	RRc	6.869745	-73.720528	19.677	20.021	0.344	0.23084270	0.00000150	6000.16873	0.161	0.000	-99.99	0.000	-99.99	-99.99	SMC138.4.2016	SMC713.07.1418	-99.99	
OGLE-SMC-RRLYR-0137	RRab	6.887580	-71.309194	19.035	19.642	0.607	0.67493610	0.00000260	6000.21038	0.315	0.404	4.464	0.208	3.032	-99.99	SMC137.8.937	SMC706.11.1895	-99.99	
OGLE-SMC-RRLYR-0138	RRab	6.906540	-73.982167	19.018	19.604	0.586	0.65112080	0.00000310	6000.47348	0.323	0.390	4.356	0.302	2.796	-99.99	SMC138.2.5919	SMC714.29.890	-99.99	
OGLE-SMC-RRLYR-0139	RRab	6.919410	-72.612389	19.185	19.870	0.685	0.69393570	0.00000470	6000.15120	0.290	0.446	4.488	0.243	3.446	-99.99	SMC136.3.859	SMC713.32.3038	-99.99	
OGLE-SMC-RRLYR-0140	RRc	6.951960	-72.640556	19.165	19.647	0.482	0.36949840	0.00000160	6000.20455	0.232	0.152	0.441	0.000	-99.99	-99.99	SMC136.3.882	SMC707.09.3217	-99.99	uncertain
OGLE-SMC-RRLYR-0141	RRc	6.967785	-72.277694	19.265	19.781	0.516	0.32472370	0.00000100	6000.19504	0.236	0.106	4.623	0.110	4.150	-99.99	SMC140.1.15567	SMC707.18.4504	-99.99	
OGLE-SMC-RRLYR-0142	RRab	6.987255	-72.365611	19.318	19.953	0.635	0.56217020	0.00000150	6000.31673	0.405	0.438	4.588	0.298	3.152	-99.99	SMC140.1.5204	SMC707.18.4154	-99.99	
OGLE-SMC-RRLYR-0143	RRab	6.989835	-73.963778	19.135	19.695	0.560	0.61013610	0.00000180	6000.48822	0.436	0.395	4.321	0.287	2.484	-99.99	SMC138.2.6007	SMC714.29.986	-99.99	
OGLE-SMC-RRLYR-0144	RRab	7.020960	-72.749667	19.448	19.933	0.485	0.54262340	0.00000080	6000.53123	0.742	0.457	4.149	0.386	1.980	-99.99	SMC136.2.1031	SMC707.09.935	-99.99	
OGLE-SMC-RRLYR-0145	RRab	7.054500	-74.186611	18.991	19.563	0.572	0.63209980	0.00000290	6000.48638	0.332	0.354	4.458	0.225	2.991	-99.99	SMC138.1.4881	SMC714.21.4972	-99.99	
OGLE-SMC-RRLYR-0146	RRab	7.078245	-70.908611	19.225	19.789	0.564	0.61349930	0.00000560	6000.58668	0.281	0.261	4.477	0.091	-99.99	-99.99	SMC137.5.1190	SMC706.28.182	-99.99	
OGLE-SMC-RRLYR-0147	RRab	7.104165	-71.242694	19.206	19.782	0.576	0.57691200	0.00000260	6000.44827	0.387	0.332	4.164	0.156	2.083	-99.99	SMC137.7.1670	SMC706.20.223	-99.99	
OGLE-SMC-RRLYR-0148	RRc	7.106415	-74.315472	19.053	19.410	0.357	0.32898780	0.00000080	6000.20663	0.397	0.300	4.309	0.095	2.617	-99.99	SMC139.4.3960	SMC714.21.583	-99.99	
OGLE-SMC-RRLYR-0149	RRab	7.118580	-74.620611	19.266	19.791	0.525	0.53868150	0.00000060	6000.47368	0.747	0.432	4.040	0.368	1.879	-99.99	SMC139.2.2869	SMC714.12.378	-99.99	
OGLE-SMC-RRLYR-0150	RRab	7.119870	-74.093556	18.988	19.606	0.618	0.74318300	0.00000800	6000.34640	0.168	0.303	4.836	0.000	-99.99	-99.99	SMC138.1.4942	SMC714.21.5333	-99.99	
OGLE-SMC-RRLYR-0151	RRab	7.120665	-71.283583	19.169	19.713	0.544	0.52788690	0.00000310	6000.51916	0.492	0.313	4.129	0.225	1.930	-99.99	SMC137.7.1683	SMC706.20.362	-99.99	
OGLE-SMC-RRLYR-0152	RRc	7.135005	-70.985167	19.174	-99.99	-99.99	0.30825820	0.00000080	6000.19757	0.198	0.000	-99.99	0.000	-99.99	-99.99	SMC137.5.1198	SMC706.20.686D	-99.99	
OGLE-SMC-RRLYR-0153	RRab	7.143120	-74.394528	19.270	19.845	0.575	0.57184620	0.00000410	6000.11289	0.454	0.341	4.279	0.182	2.497	-99.99	SMC134.6.779	SMC714.12.3970	-99.99	
OGLE-SMC-RRLYR-0154	RRab	7.164840	-73.076361	19.314	19.844	0.530	0.59458870	0.00000140	6000.44007	0.558	0.442	4.226	0.373	2.431	-99.99	SMC135.4.3862	SMC713.24.991	-99.99	
OGLE-SMC-RRLYR-0155	RRab	7.209420	-74.362083	19.060	19.589	0.529	0.57800680	0.00000100	6000.11423	0.654	0.443	4.183	0.346	2.181	-99.99	SMC134.6.823	SMC714.21.407	-99.99	
OGLE-SMC-RRLYR-0156	RRd	7.210875	-71.099806	19.103	19.658	0.555	0.38294480	0.00000140	6000.18830	0.281	0.160	5.219	0.071	3.761	-99.99	SMC137.3.275	SMC706.20.1564	-99.99	
OGLE-SMC-RRLYR-0157	RRab	7.216830	-73.291333	19.383	19.865	0.482	0.58180640	0.00000260	6000.23778	0.430	0.472	4.825	0.275	3.146	-99.99	SMC135.3.4499	SMC713.15.1644	-99.99	
OGLE-SMC-RRLYR-0158	RRab	7.225965	-71.187333	19.084	19.709	0.625	0.61965650	0.00000290	6000.51355	0.426	0.434	4.285	0.324	2.707	-99.99	SMC137.2.307	SMC706.20.299	-99.99	
OGLE-SMC-RRLYR-0159	RRc	7.232670	-73.769250	19.403	19.808	0.405	0.29614660	0.00000120	6000.11143	0.299	0.172	4.994	0.000	-99.99	-99.99	SMC138.3.7285	SMC714.29.8724	-99.99	
OGLE-SMC-RRLYR-0160	RRab	7.235625	-70.996861	18.836	19.406	0.570	0.57234780	0.00000280	6000.48723	0.602	0.390	3.980	0.198	1.089	-99.99	SMC137.3.116	SMC706.20.1681	-99.99	
OGLE-SMC-RRLYR-0161	RRab	7.239960	-72.772139	19.185	19.759	0.574	0.56048760	0.00000400	6000.35364	0.357	0.144	4.609	0.000	-99.99	-99.99	SMC136.2.3662	SMC707.09.875	-99.99	
OGLE-SMC-RRLYR-0162	RRd	7.241160	-73.089694	18.746	19.225	0.479	0.38103500	0.00000090	6000.18414	0.263	0.057	5.404	0.000	-99.99	-99.99	SMC135.4.3371	SMC707.01.466	-99.99	
OGLE-SMC-RRLYR-0163	RRab	7.268085	-73.571806	19.076	19.622	0.546	0.60402980	0.00000130	6000.26966	0.497	0.482	4.440	0.352	2.715	-99.99	SMC135.1.5951	SMC713.06.7839	-99.99	
OGLE-SMC-RRLYR-0164	RRab	7.269840	-73.157278	19.107	19.733	0.626	0.55833330	0.00000520	6000.01714	0.701	0.381	4.309	0.394	2.031	-99.99	SMC135.4.3945	SMC713.14.8298	-99.99	
OGLE-SMC-RRLYR-0165	RRab	7.275585	-70.988139	19.370	-99.99	-99.99	0.49026920	0.00000120	6000.38298	0.386	0.301	4.463	0.000	-99.99	-99.99	SMC137.4.263	SMC706.20.683D	-99.99	
OGLE-SMC-RRLYR-0166	RRab	7.277625	-72.453556	19.088	19.633	0.545	0.54262370	0.00000170	6000.37353	0.458	0.398	4.048	0.275	1.905	-99.99	SMC136.4.2922	SMC707.18.528	-99.99	
OGLE-SMC-RRLYR-0167	RRab	7.289790	-73.067417	19.122	19.723	0.601	0.62994100	0.00000260	6000.44977	0.349	0.371	4.486	0.241	2.601	-99.99	SMC135.4.3963	SMC707.01.1061	-99.99	
OGLE-SMC-RRLYR-0168	RRd	7.290795	-74.489944	18.986	19.442	0.456	0.36510970	0.00000140	6000.12516	0.255	0.243	5.432	0.095	3.137	-99.99	SMC134.6.428	SMC714.12.3289	-99.99	
OGLE-SMC-RRLYR-0169	RRd	7.290960	-73.818611	19.181	19.708	0.527	0.39603630	0.00000420	6000.17269	0.083	0.000	-99.99	0.479	0.241	-99.99	SMC138.3.7369	SMC714.29.7532	-99.99	
OGLE-SMC-RRLYR-0170	RRab	7.303245	-72.580167	19.493	-99.99	-99.99	0.54425820	0.00000360	6000.46990	0.560	0.477	4.194	0.441	2.580	-99.99	SMC136.4.2935	SMC713.32.3642	-99.99	
OGLE-SMC-RRLYR-0171	RRab	7.304790	-74.248472	19.388	19.942	0.554	0.56214850	0.00000190	6000.51326	0.479	0.487	4.400	0.312	2.955	-99.99	SMC134.5.1042	SMC714.21.1323	-99.99	
OGLE-SMC-RRLYR-0172	RRab	7.308795	-73.250389	19.002	19.499	0.497	0.61243720	0.00000110	6000.01404	0.615	0.499	4.356	0.345	2.547	-99.99	SMC135.3.4583	SMC713.14.7206	-99.99	
OGLE-SMC-RRLYR-0173	RRab	7.316505	-74.079944	19.065	19.639	0.574	0.61072820	0.00000310	6000.33580	0.366	0.419	4.418	0.261	2.609	-99.99	SMC138.1.5163	SMC714.21.5379	-99.99	
OGLE-SMC-RRLYR-0174	RRab	7.330170	-74.449944	19.397	19.947	0.550	0.51970110	0.00000190	6000.24971	0.561	0.411	4.191	0.206	2.180	-99.99	SMC134.6.901	SMC714.12.3836	-99.99	
OGLE-SMC-RRLYR-0175	RRab	7.332255	-71.003722	19.063	19.614	0.551	0.54958290	0.00000140	6000.22706	0.643	0.437	4.157	0.378	2.350	-99.99	SMC137.3.153	SMC706.19.1468	-99.99	
OGLE-SMC-RRLYR-0176	RRab	7.339290	-73.265778	19.042	19.608	0.566	0.59517940	0.00000130	6000.02710	0.567	0.367	4.225	0.301	2.053	-99.99	SMC135.3.4050	SMC713.14.7137	-99.99	
OGLE-SMC-RRLYR-0177	RRc	7.342005	-71.096139	19.002	19.403	0.401	0.32939260	0.00000150	6000.23426	0.290	0.102	4.995	0.116	4.270	-99.99	SMC137.3.156	SMC706.19.1374	-99.99	
OGLE-SMC-RRLYR-0178	RRab	7.348920	-70.948583	19.051	19.574	0.523	0.55532670	0.00000130	6000.15079	0.617	0.416	4.029	0.352	2.196	-99.99	SMC137.4.138	SMC706.27.134	-99.99	
OGLE-SMC-RRLYR-0179	RRd	7.356495	-73.918611	19.262	19.790	0.528	0.37679170	0.00000190	6000.27787	0.239	0.216	5.329	0.099	3.626	-99.99	SMC133.7.1226	SMC714.29.1169	-99.99	
OGLE-SMC-RRLYR-0180	RRd	7.357995	-73.190083	19.221	19.707	0.486	0.37517480	0.00000160	6000.16472	0.276	0.169	5.110	0.000	-99.99	-99.99	SMC135.3.4650	SMC713.14.8184	-99.99	
OGLE-SMC-RRLYR-0181	RRab	7.366995	-74.768472	19.311	19.825	0.514	0.55632630	0.00000140	6000.44764	0.569	0.430	4.089	0.345	2.124	-99.99	SMC134.8.572	SMC714.04.2958	-99.99	
OGLE-SMC-RRLYR-0182	RRab	7.377465	-72.880306	19.130	19.782	0.652	0.65411710	0.00000410	6000.14370	0.252	0.409	4.722	0.183	2.862	-99.99	SMC136.2.3747	SMC713.23.6483	-99.99	
OGLE-SMC-RRLYR-0183	RRab	7.385955	-73.144472	19.041	19.595	0.554	0.65353640	0.00000210	6000.11518	0.448	0.398	4.314	0.320	2.439	-99.99	SMC135.4.4042	SMC713.14.8347	-99.99	
OGLE-SMC-RRLYR-0184	RRab	7.395960	-71.135056	19.090	19.647	0.557	0.57241880	0.00000130	6000.34927	0.563	0.485	4.196	0.321	2.197	-99.99	SMC137.3.175	SMC706.19.1314	-99.99	
OGLE-SMC-RRLYR-0185	RRd	7.397460	-73.496694	19.145	19.588	0.443	0.37882670	0.00000140	6000.31869	0.241	0.184	5.122	0.112	3.440	-99.99	SMC135.1.6128	SMC713.06.8267	-99.99	
OGLE-SMC-RRLYR-0186	RRab	7.408335	-73.811722	19.081	-99.99	-99.99	0.61381440	0.00000170	6000.45867	0.534	0.444	4.219	0.310	2.299	-99.99	SMC133.6.1566	SMC714.29.7572	-99.99	
OGLE-SMC-RRLYR-0187	RRd	7.421955	-72.714556	19.278	19.800	0.522	0.41894490	0.00000140	6000.00913	0.244	0.237	5.150	0.119	3.413	-99.99	SMC136.3.3325	SMC707.08.1061	-99.99	
OGLE-SMC-RRLYR-0188	RRab	7.426455	-71.150639	18.968	19.592	0.624	0.65455830	0.00000260	6000.35645	0.374	0.438	4.375	0.277	2.924	-99.99	SMC137.2.376	SMC706.19.271	-99.99	
OGLE-SMC-RRLYR-0189	RRab	7.441785	-73.481917	18.956	19.557	0.601	0.62009350	0.00000170	6000.22390	0.420	0.401	4.451	0.291	2.684	-99.99	SMC135.1.5477	SMC713.06.8369	-99.99	
OGLE-SMC-RRLYR-0190	RRab	7.449420	-72.925722	19.178	19.680	0.502	0.54894890	0.00000110	6000.26043	0.678	0.447	4.234	0.360	2.236	-99.99	SMC136.1.3921	SMC713.23.6374	-99.99	
OGLE-SMC-RRLYR-0191	RRab	7.450410	-72.755667	19.145	19.694	0.549	0.62903180	0.00000210	6000.37327	0.335	0.388	4.531	0.215	3.074	-99.99	SMC136.2.3381	SMC707.08.525	-99.99	
OGLE-SMC-RRLYR-0192	RRab	7.463340	-73.884861	19.271	19.874	0.603	0.59137170	0.00000250	6000.52243	0.432	0.425	4.405	0.349	2.685	-99.99	SMC133.6.1628	SMC714.28.8093	-99.99	
OGLE-SMC-RRLYR-0193	RRab	7.467330	-74.310083	19.103	19.701	0.598	0.63523220	0.00000310	6000.27514	0.346	0.327	4.501	0.299	2.596	-99.99	SMC134.5.1171	SMC714.20.680	-99.99	
OGLE-SMC-RRLYR-0194	RRab	7.473495	-73.179750	18.928	19.524	0.596	0.66763570	0.00000420	6000.43636	0.224	0.324	4.605	0.174	3.322	-99.99	SMC135.3.4237	SMC713.14.7589	-99.99	
OGLE-SMC-RRLYR-0195	RRab	7.492380	-74.334083	19.029	19.617	0.588	0.61467390	0.00000150	6000.39871	0.490	0.347	4.250	0.328	2.238	-99.99	SMC134.5.732	SMC714.20.597	-99.99	
OGLE-SMC-RRLYR-0196	RRab	7.500705	-72.432167	19.061	19.654	0.593	0.60790780	0.00000110	6000.56814	0.527	0.457	4.354	0.362	2.558	-99.99	SMC136.4.3054	SMC707.17.581	-99.99	
OGLE-SMC-RRLYR-0197	RRab	7.519995	-73.512861	19.164	19.648	0.484	0.59808470	0.00000100	6000.25936	0.698	0.421	4.207	0.343	2.099	-99.99	SMC130.8.1503	SMC713.06.8190	-99.99	
OGLE-SMC-RRLYR-0198	RRab	7.555455	-74.015222	19.031	19.613	0.582	0.61398630	0.00000150	6000.48401	0.505	0.444	4.252	0.346	2.567	-99.99	SMC133.7.1488	SMC714.28.844	-99.99	
OGLE-SMC-RRLYR-0199	RRab	7.556160	-73.973972	19.286	19.875	0.589	0.58399630	0.00000130	6000.21035	0.522	0.448	4.309	0.383	2.559	-99.99	SMC133.7.1486	SMC714.28.1030	-99.99	
OGLE-SMC-RRLYR-0200	RRab	7.559295	-74.784000	18.994	19.529	0.535	0.56913280	0.00000100	6000.26927	0.690	0.455	4.213	0.377	2.085	-99.99	SMC134.8.641	SMC714.03.2393	-99.99	
OGLE-SMC-RRLYR-0201	RRab	7.573875	-71.220111	19.052	19.655	0.603	0.58445730	0.00000090	6000.38915	0.624	0.433	4.167	0.344	2.160	-99.99	SMC137.2.421	SMC706.19.191	-99.99	
OGLE-SMC-RRLYR-0202	RRab	7.573830	-72.946444	19.157	19.772	0.615	0.57540490	0.00000220	6000.28090	0.531	0.451	4.265	0.251	2.089	-99.99	SMC136.1.4043	SMC713.23.6322	-99.99	
OGLE-SMC-RRLYR-0203	RRab	7.574880	-71.259750	19.216	19.791	0.575	0.58449390	0.00000190	6000.39861	0.445	0.357	4.149	0.230	2.063	-99.99	SMC137.2.420	SMC706.19.157	-99.99	
OGLE-SMC-RRLYR-0204	RRd	7.578120	-71.336694	19.048	19.634	0.586	0.41692720	0.00000150	6000.19192	0.272	0.298	4.838	0.103	3.069	-99.99	SMC137.1.490	SMC706.10.1690	-99.99	
OGLE-SMC-RRLYR-0205	RRab	7.585125	-72.678472	19.098	19.615	0.517	0.55987200	0.00000070	6000.27968	0.672	0.419	4.076	0.327	2.170	-99.99	SMC136.3.3414	SMC707.08.758	-99.99	
OGLE-SMC-RRLYR-0206	RRab	7.588755	-73.720833	18.988	19.593	0.605	0.61333440	0.00000260	6000.20632	0.335	0.391	4.698	0.207	3.271	-99.99	SMC133.5.946	SMC713.06.917	-99.99	
OGLE-SMC-RRLYR-0207	RRab	7.596960	-72.506361	18.942	19.569	0.627	0.63729020	0.00000360	6000.52092	0.247	0.278	4.500	0.174	2.924	-99.99	SMC136.4.3121	SMC707.17.361	-99.99	
OGLE-SMC-RRLYR-0208	RRd	7.604625	-71.429056	19.078	19.645	0.567	0.42038650	0.00000200	6000.33804	0.257	0.291	5.184	0.000	-99.99	-99.99	SMC137.1.495	SMC706.10.1572	-99.99	
OGLE-SMC-RRLYR-0209	RRab	7.611045	-72.579306	19.085	19.634	0.549	0.53537120	0.00000050	6000.43051	0.733	0.431	4.144	0.354	2.085	-99.99	SMC136.4.3126	SMC707.08.4483	-99.99	
OGLE-SMC-RRLYR-0210	RRab	7.629120	-74.561389	19.063	19.615	0.552	0.62534070	0.00000280	6000.45608	0.369	0.394	4.424	0.286	2.692	-99.99	SMC134.7.860	SMC714.11.549	-99.99	
OGLE-SMC-RRLYR-0211	RRab	7.654995	-74.562333	18.905	19.475	0.570	0.59543360	0.00000210	6000.58090	0.401	0.367	4.437	0.185	2.209	-99.99	SMC134.7.565	SMC714.11.543	-99.99	
OGLE-SMC-RRLYR-0212	RRab	7.707330	-72.761111	19.059	19.612	0.553	0.58987360	0.00000090	6000.12663	0.505	0.436	4.297	0.339	2.530	-99.99	SMC131.7.972	SMC707.08.489	-99.99	
OGLE-SMC-RRLYR-0213	RRc	7.717665	-72.559750	19.227	19.667	0.440	0.39753580	0.00000120	6000.07549	0.295	0.070	-99.99	0.000	-99.99	-99.99	SMC131.5.799	SMC707.08.4919	-99.99	
OGLE-SMC-RRLYR-0214	RRab	7.729875	-70.889111	19.051	19.602	0.551	0.71113520	0.00000220	6000.49996	0.536	0.471	4.578	0.334	2.899	-99.99	SMC137.4.977	SMC706.27.194	-99.99	
OGLE-SMC-RRLYR-0215	RRd	7.739250	-73.492917	19.265	19.690	0.425	0.36762630	0.00000130	6000.35945	0.282	0.259	5.034	0.128	4.299	-99.99	SMC130.8.1769	SMC713.06.9185	-99.99	
OGLE-SMC-RRLYR-0216	RRab	7.740795	-73.916750	19.379	19.765	0.386	0.45451780	0.00000070	6000.18412	0.694	0.490	4.086	0.297	2.052	-99.99	SMC133.6.1999	SMC714.28.2216	-99.99	
OGLE-SMC-RRLYR-0217	RRab	7.750665	-71.326778	19.189	19.845	0.656	0.63697030	0.00000390	6000.33110	0.291	0.430	4.239	0.176	2.425	-99.99	SMC137.1.1508	SMC706.10.1702	-99.99	
OGLE-SMC-RRLYR-0218	RRc	7.760955	-74.158472	19.146	19.615	0.469	0.35322280	0.00000110	6000.05072	0.318	0.242	5.041	0.098	3.425	-99.99	SMC133.8.1420	SMC714.20.5295	-99.99	
OGLE-SMC-RRLYR-0219	RRab	7.768965	-73.857694	18.844	19.387	0.543	0.55935980	0.00000120	6000.12800	0.599	0.372	4.111	0.297	2.049	-99.99	SMC133.6.2029	SMC714.28.8245	-99.99	
OGLE-SMC-RRLYR-0220	RRab	7.769745	-73.192167	19.017	19.572	0.555	0.62937770	0.00000210	6000.14925	0.378	0.344	4.353	0.292	2.450	-99.99	SMC130.6.1617	SMC713.14.8187	-99.99	
OGLE-SMC-RRLYR-0221	RRab	7.777380	-72.986083	19.252	19.822	0.570	0.57614050	0.00000430	6000.50276	0.240	0.415	4.987	0.000	-99.99	-99.99	SMC131.8.1154	SMC713.23.6199	-99.99	
OGLE-SMC-RRLYR-0222	RRd	7.780005	-72.938000	19.159	19.560	0.401	0.35834050	0.00000160	6000.16362	0.268	0.143	4.847	0.000	-99.99	-99.99	SMC131.8.1155	SMC713.23.6344	-99.99	
OGLE-SMC-RRLYR-0223	RRab	7.782840	-74.003833	18.939	19.459	0.520	0.59958680	0.00000170	6000.44393	0.433	0.405	4.254	0.280	2.288	-99.99	SMC133.7.1055	SMC714.28.881	-99.99	
OGLE-SMC-RRLYR-0224	RRab	7.792080	-74.800583	19.022	19.644	0.622	0.67319180	0.00000660	6000.03093	0.171	0.293	4.376	0.000	-99.99	-99.99	SMC134.8.2318	SMC714.03.2364	-99.99	
OGLE-SMC-RRLYR-0225	RRab	7.803495	-73.397333	18.883	19.361	0.478	0.58110110	0.00000120	6000.09240	0.730	0.427	4.181	0.344	2.155	-99.99	SMC130.7.1119	SMC713.13.993	-99.99	
OGLE-SMC-RRLYR-0226	RRab	7.823505	-74.713000	19.017	19.623	0.606	0.57496970	0.00000090	6000.09876	0.587	0.434	4.108	0.378	2.097	-99.99	SMC134.8.2332	SMC721.25.2778	-99.99	
OGLE-SMC-RRLYR-0227	RRc	7.829535	-74.402444	19.010	19.424	0.414	0.34785860	0.00000090	6000.12965	0.343	0.177	4.645	0.074	3.190	-99.99	SMC134.6.3560	SMC714.11.3826	-99.99	
OGLE-SMC-RRLYR-0228	RRab	7.852215	-73.201750	19.686	20.204	0.518	0.49660290	0.00000140	6000.03533	0.673	0.617	4.349	0.407	2.730	-99.99	SMC130.6.1710	SMC713.13.9597	-99.99	
OGLE-SMC-RRLYR-0229	RRab	7.860210	-72.672917	19.303	19.819	0.516	0.56015850	0.00000120	6000.33778	0.749	0.429	4.104	0.309	1.869	-99.99	SMC131.6.920	SMC713.30.1386	-99.99	
OGLE-SMC-RRLYR-0230	RRab	7.861545	-73.541083	19.010	19.606	0.596	0.61545210	0.00000190	6000.02874	0.447	0.451	4.202	0.344	2.577	-99.99	SMC130.8.1911	SMC713.05.9782	-99.99	
OGLE-SMC-RRLYR-0231	RRd	7.862040	-74.394278	19.184	19.648	0.464	0.36160760	0.00000130	6000.03061	0.270	0.180	5.397	0.000	-99.99	-99.99	SMC134.6.3578	SMC714.11.3857	-99.99	
OGLE-SMC-RRLYR-0232	RRc	7.862130	-73.425722	19.011	19.362	0.351	0.33834050	0.00000070	6000.18108	0.405	0.197	4.819	0.103	3.007	-99.99	SMC130.7.1252	SMC713.13.789	-99.99	
OGLE-SMC-RRLYR-0233	RRab	7.865370	-74.264083	19.189	19.805	0.616	0.66571300	0.00001150	6000.31718	0.153	0.255	4.808	0.000	-99.99	-99.99	SMC134.5.4284	SMC714.20.824	-99.99	
OGLE-SMC-RRLYR-0234	RRab	7.874505	-72.486500	19.159	19.749	0.590	0.63836190	0.00000220	6000.05403	0.451	0.451	4.410	0.295	2.644	-99.99	SMC131.5.919	SMC712.07.453	-99.99	
OGLE-SMC-RRLYR-0235	RRab	7.874715	-74.385278	19.140	19.702	0.562	0.61595640	0.00000120	6000.41420	0.644	0.461	4.343	0.304	2.509	-99.99	SMC134.6.3585	SMC714.11.3888	-99.99	
OGLE-SMC-RRLYR-0236	RRab	7.893285	-73.047750	19.131	19.561	0.430	0.51939140	0.00000070	6000.16024	0.740	0.426	4.084	0.324	1.918	-99.99	SMC130.5.1539	SMC713.22.1327	-99.99	
OGLE-SMC-RRLYR-0237	RRab	7.895670	-73.016472	19.083	19.629	0.546	0.59275030	0.00000110	6000.11079	0.581	0.422	4.256	0.360	2.286	-99.99	SMC131.8.1250	SMC713.22.2265	-99.99	
OGLE-SMC-RRLYR-0238	RRab	7.899420	-72.785028	18.835	19.411	0.576	0.70951270	0.00000110	6000.18072	0.606	0.514	4.481	0.349	2.854	-99.99	SMC131.7.629	SMC713.30.458	-99.99	
OGLE-SMC-RRLYR-0239	RRab	7.899630	-74.706833	19.021	19.568	0.547	0.61487800	0.00000140	6000.59125	0.531	0.488	4.379	0.342	2.685	-99.99	SMC134.8.2376	SMC721.25.3102	-99.99	
OGLE-SMC-RRLYR-0240	RRab	7.917090	-71.029222	18.970	19.605	0.635	0.61114790	0.00000300	6000.44798	0.311	0.358	4.558	0.227	3.001	-99.99	SMC137.3.1140	SMC706.18.1714	-99.99	
OGLE-SMC-RRLYR-0241	RRab	7.920795	-72.635500	19.135	19.750	0.615	0.57200740	0.00000270	6000.51640	0.433	0.352	4.198	0.150	2.450	-99.99	SMC131.6.964	SMC713.30.5272	-99.99	
OGLE-SMC-RRLYR-0242	RRc	7.929870	-73.571111	19.274	19.721	0.447	0.38732590	0.00000170	6000.15847	0.284	0.131	4.914	0.000	-99.99	-99.99	SMC130.8.2026	SMC713.05.10684	-99.99	
